LinkName,Year,Day-of-the-week,Time-of-the-day,PT,PTI,BT,BTI,TTI,L_Skew,L_Var
Link 4,2018,1,02:00 AM-03:00 AM,2.04,1.7,0.52,0.34,1.26,0.95,0.59
Link 4,2019,1,12:00 AM-01:00 AM,3.29,2.49,1.05,0.47,1.7,7.43,0.86
Link 4,2019,1,02:00 AM-03:00 AM,3.7,2.83,1.89,1.05,1.38,1.41,0.56
Link 4,2019,1,04:00 AM-05:00 AM,5.28,3.97,3.37,1.76,1.44,2.17,0.55
Link 4,2019,1,05:00 AM-06:00 AM,5.95,4.64,3.89,1.89,1.6,5.61,0.94
Link 4,2019,1,06:00 AM-07:00 AM,6.95,5.81,4.44,1.77,2.1,3.07,0.9
Link 4,2019,1,07:00 AM-08:00 AM,2.34,1.86,0.78,0.5,1.24,4.86,0.6
Link 4,2019,1,09:00 AM-10:00 AM,2.24,1.8,0.58,0.35,1.34,1.42,0.5
Link 4,2019,1,10:00 AM-11:00 AM,3.38,2.58,1.55,0.85,1.4,3.56,0.84
Link 4,2019,1,11:00 AM-12:00 PM,2.87,2.22,1.17,0.69,1.32,4.21,0.8
Link 4,2019,1,12:00 PM-01:00 PM,2.63,2.0,0.98,0.59,1.26,2.16,0.53
Link 4,2019,1,01:00 PM-02:00 PM,3.07,2.34,1.38,0.81,1.29,3.8,0.77
Link 4,2019,1,02:00 PM-03:00 PM,2.87,2.22,1.04,0.57,1.42,1.96,0.47
Link 4,2019,1,03:00 PM-04:00 PM,3.01,2.33,1.31,0.77,1.32,3.5,0.72
Link 4,2019,1,04:00 PM-05:00 PM,2.34,1.81,0.73,0.45,1.25,2.77,0.57
Link 4,2019,1,05:00 PM-06:00 PM,2.85,2.16,1.15,0.68,1.28,3.99,0.67
Link 4,2019,1,06:00 PM-07:00 PM,2.86,2.27,1.0,0.54,1.47,2.14,0.56
Link 4,2019,1,07:00 PM-08:00 PM,2.14,1.62,0.47,0.28,1.27,1.88,0.56
Link 4,2019,1,08:00 PM-09:00 PM,2.87,2.2,1.15,0.67,1.31,4.01,0.64
Link 4,2019,1,10:00 PM-11:00 PM,3.32,2.63,1.38,0.71,1.54,3.37,0.82
Link 4,2019,1,11:00 PM-12:00 AM,3.01,2.01,1.07,0.55,1.3,4.33,0.75
Link 4,2019,1,08:00 AM-09:00 AM,4.37,3.47,2.21,1.02,1.72,3.64,0.54
Link 4,2019,1,09:00 PM-10:00 PM,2.42,1.88,0.67,0.38,1.36,3.12,0.59
Link 4,2019,1,01:00 AM-02:00 AM,3.16,2.39,1.15,0.57,1.53,3.52,0.98
Link 4,2019,1,03:00 AM-04:00 AM,1.88,1.65,0.36,0.24,1.33,0.47,0.46
