LinkName,Date,Year,Day-of-the-week,Time-of-the-day,PT,PTI,BT,BTI,TTI,L_Skew,L_Var
Link 1,03/19/2017,2017,1,07:00 AM-08:00 AM,6.42,5.15,3.94,1.59,1.99,13.25,2.42
Link 1,03/19/2017,2017,1,08:00 AM-09:00 AM,2.38,1.96,0.83,0.54,1.27,5.82,0.88
Link 1,03/19/2017,2017,1,09:00 AM-10:00 AM,6.44,4.65,3.69,1.34,1.98,9.46,2.43
Link 1,03/19/2017,2017,1,10:00 AM-11:00 AM,2.43,1.68,0.44,0.22,1.38,0.17,0.46
Link 1,03/19/2017,2017,1,11:00 AM-12:00 PM,1.95,1.23,0.2,0.12,1.1,1.0,0.21
Link 1,03/19/2017,2017,1,12:00 PM-01:00 PM,2.26,1.58,0.51,0.29,1.22,2.28,0.53
Link 1,03/19/2017,2017,1,01:00 PM-02:00 PM,2.24,2.0,0.65,0.41,1.42,1.17,0.66
Link 1,03/19/2017,2017,1,02:00 PM-03:00 PM,2.5,1.89,0.63,0.34,1.41,0.67,0.55
Link 1,03/19/2017,2017,1,03:00 PM-04:00 PM,10.78,7.29,7.25,2.05,2.39,15.58,3.11
Link 1,03/19/2017,2017,1,04:00 PM-05:00 PM,3.28,2.01,1.12,0.52,1.32,2.18,0.74
Link 1,03/19/2017,2017,1,05:00 PM-06:00 PM,3.03,2.18,1.11,0.58,1.38,2.65,0.74
Link 1,03/19/2017,2017,1,06:00 PM-07:00 PM,2.89,1.43,0.45,0.19,1.2,0.39,0.35
Link 1,03/19/2017,2017,1,07:00 PM-08:00 PM,2.43,1.66,0.73,0.43,1.16,5.12,0.63
Link 1,03/19/2017,2017,1,08:00 PM-09:00 PM,1.48,1.14,0.08,0.06,1.08,0.1,0.13
Link 1,03/19/2017,2017,1,09:00 PM-10:00 PM,2.49,1.88,0.81,0.48,1.27,3.18,0.58
Link 1,03/19/2017,2017,1,10:00 PM-11:00 PM,1.78,1.71,0.36,0.25,1.37,0.04,0.48
Link 1,03/19/2017,2017,1,11:00 PM-12:00 AM,2.63,1.62,0.69,0.35,1.19,1.28,0.41
Link 1,03/26/2017,2017,1,12:00 AM-01:00 AM,2.17,1.47,0.43,0.25,1.18,2.29,0.41
Link 1,03/26/2017,2017,1,01:00 AM-02:00 AM,1.92,1.39,0.32,0.2,1.16,2.37,0.34
Link 1,03/26/2017,2017,1,02:00 AM-03:00 AM,2.8,1.0,0.0,0.0,1.0,inf,0.0
Link 1,03/26/2017,2017,1,04:00 AM-05:00 AM,1.81,1.36,0.31,0.2,1.13,4.32,0.3
Link 1,03/26/2017,2017,1,05:00 AM-06:00 AM,2.0,1.48,0.43,0.28,1.16,2.64,0.34
Link 1,03/26/2017,2017,1,06:00 AM-07:00 AM,1.95,1.33,0.34,0.21,1.1,3.79,0.31
Link 1,03/26/2017,2017,1,07:00 AM-08:00 AM,2.84,1.93,1.02,0.56,1.24,8.95,0.71
Link 1,03/26/2017,2017,1,08:00 AM-09:00 AM,2.48,1.81,0.74,0.42,1.27,1.42,0.58
Link 1,03/26/2017,2017,1,09:00 AM-10:00 AM,1.83,1.54,0.35,0.24,1.24,0.97,0.39
Link 1,03/26/2017,2017,1,10:00 AM-11:00 AM,3.25,2.66,1.39,0.75,1.53,3.2,1.06
Link 1,03/26/2017,2017,1,11:00 AM-12:00 PM,2.33,1.58,0.62,0.36,1.16,5.17,0.46
Link 1,03/26/2017,2017,1,12:00 PM-01:00 PM,2.12,1.54,0.48,0.29,1.19,0.9,0.48
Link 1,03/26/2017,2017,1,01:00 PM-02:00 PM,1.83,1.47,0.33,0.22,1.21,0.87,0.38
Link 1,03/26/2017,2017,1,02:00 PM-03:00 PM,4.5,2.89,2.11,0.88,1.54,2.33,0.92
Link 1,03/26/2017,2017,1,03:00 PM-04:00 PM,2.98,1.93,0.9,0.43,1.35,1.65,0.67
Link 1,03/26/2017,2017,1,04:00 PM-05:00 PM,2.71,1.81,0.77,0.39,1.3,3.38,0.66
Link 1,03/26/2017,2017,1,05:00 PM-06:00 PM,4.02,2.9,2.08,1.08,1.4,4.69,1.05
Link 1,03/26/2017,2017,1,06:00 PM-07:00 PM,1.88,1.48,0.4,0.27,1.17,2.31,0.34
Link 1,03/26/2017,2017,1,07:00 PM-08:00 PM,2.05,1.46,0.36,0.21,1.2,1.35,0.38
Link 1,03/26/2017,2017,1,08:00 PM-09:00 PM,2.39,1.48,0.55,0.3,1.13,3.81,0.44
Link 1,03/26/2017,2017,1,09:00 PM-10:00 PM,1.73,1.36,0.3,0.21,1.13,3.15,0.33
Link 1,03/26/2017,2017,1,10:00 PM-11:00 PM,1.55,1.16,0.11,0.07,1.08,0.6,0.15
Link 1,03/26/2017,2017,1,11:00 PM-12:00 AM,2.43,1.76,0.72,0.42,1.24,15.13,0.62
Link 1,04/02/2017,2017,1,12:00 AM-01:00 AM,2.28,1.43,0.42,0.23,1.17,4.71,0.38
Link 1,04/02/2017,2017,1,01:00 AM-02:00 AM,1.49,1.0,0.0,0.0,1.0,inf,0.0
Link 1,04/02/2017,2017,1,02:00 AM-03:00 AM,10.01,2.81,3.63,0.57,1.79,1.0,1.01
Link 1,04/02/2017,2017,1,03:00 AM-04:00 AM,1.52,1.0,0.0,0.0,1.0,inf,0.0
Link 1,04/02/2017,2017,1,04:00 AM-05:00 AM,4.15,2.12,1.23,0.42,1.49,1.0,0.75
Link 1,04/02/2017,2017,1,05:00 AM-06:00 AM,1.94,1.19,0.2,0.11,1.07,inf,0.17
Link 1,04/02/2017,2017,1,06:00 AM-07:00 AM,2.67,2.02,1.0,0.6,1.27,5.21,0.68
Link 1,04/02/2017,2017,1,07:00 AM-08:00 AM,1.98,1.52,0.41,0.26,1.2,2.22,0.44
Link 1,04/02/2017,2017,1,08:00 AM-09:00 AM,2.34,1.55,0.59,0.34,1.15,11.48,0.43
Link 1,04/02/2017,2017,1,09:00 AM-10:00 AM,3.18,2.06,1.12,0.54,1.34,2.27,0.79
Link 1,04/02/2017,2017,1,10:00 AM-11:00 AM,3.22,2.87,1.42,0.79,1.6,0.73,0.69
Link 1,04/02/2017,2017,1,11:00 AM-12:00 PM,1.82,1.41,0.32,0.21,1.16,1.0,0.3
Link 1,04/02/2017,2017,1,12:00 PM-01:00 PM,7.51,4.23,4.52,1.51,1.68,6.84,1.47
Link 1,04/02/2017,2017,1,01:00 PM-02:00 PM,2.05,1.54,0.42,0.26,1.23,0.71,0.39
Link 1,04/02/2017,2017,1,02:00 PM-03:00 PM,2.56,1.58,0.54,0.27,1.24,0.83,0.44
Link 1,04/02/2017,2017,1,03:00 PM-04:00 PM,3.21,1.64,0.84,0.35,1.21,9.64,0.57
Link 1,04/02/2017,2017,1,04:00 PM-05:00 PM,2.29,1.41,0.47,0.26,1.12,1.56,0.33
Link 1,04/02/2017,2017,1,05:00 PM-06:00 PM,1.81,1.31,0.27,0.18,1.11,2.1,0.25
Link 1,04/02/2017,2017,1,06:00 PM-07:00 PM,2.05,1.33,0.31,0.18,1.13,2.42,0.3
Link 1,04/02/2017,2017,1,07:00 PM-08:00 PM,5.39,4.05,3.09,1.34,1.73,1.89,0.8
Link 1,04/02/2017,2017,1,08:00 PM-09:00 PM,1.77,1.38,0.35,0.25,1.1,15.08,0.3
Link 1,04/02/2017,2017,1,09:00 PM-10:00 PM,3.58,2.91,1.47,0.7,1.71,36.57,1.64
Link 1,04/02/2017,2017,1,10:00 PM-11:00 PM,1.46,1.0,0.0,0.0,1.0,inf,0.0
Link 1,04/02/2017,2017,1,11:00 PM-12:00 AM,2.25,1.73,0.59,0.35,1.27,0.93,0.42
Link 1,04/09/2017,2017,1,12:00 AM-01:00 AM,1.68,1.26,0.18,0.12,1.12,0.45,0.23
Link 1,04/09/2017,2017,1,01:00 AM-02:00 AM,2.14,1.68,0.57,0.36,1.24,2.81,0.5
Link 1,04/09/2017,2017,1,03:00 AM-04:00 AM,1.18,1.0,0.0,0.0,1.0,inf,0.0
Link 1,04/09/2017,2017,1,04:00 AM-05:00 AM,1.33,1.0,0.0,0.0,1.0,inf,0.0
Link 1,04/09/2017,2017,1,05:00 AM-06:00 AM,1.62,1.0,0.0,0.0,1.0,inf,0.0
Link 1,04/09/2017,2017,1,06:00 AM-07:00 AM,2.07,1.59,0.55,0.36,1.17,2.65,0.35
Link 1,04/09/2017,2017,1,07:00 AM-08:00 AM,1.92,1.42,0.35,0.22,1.16,1.1,0.37
Link 1,04/09/2017,2017,1,08:00 AM-09:00 AM,1.9,1.37,0.27,0.17,1.17,0.53,0.31
Link 1,04/09/2017,2017,1,09:00 AM-10:00 AM,2.21,1.73,0.54,0.33,1.3,1.69,0.54
Link 1,04/09/2017,2017,1,10:00 AM-11:00 AM,1.96,1.66,0.33,0.21,1.38,0.35,0.44
Link 1,04/09/2017,2017,1,11:00 AM-12:00 PM,2.08,1.49,0.41,0.25,1.2,56.67,0.49
Link 1,04/09/2017,2017,1,12:00 PM-01:00 PM,2.49,1.81,0.73,0.42,1.28,3.9,0.66
Link 1,04/09/2017,2017,1,01:00 PM-02:00 PM,1.95,1.5,0.35,0.22,1.23,1.52,0.41
Link 1,04/09/2017,2017,1,02:00 PM-03:00 PM,2.42,1.92,0.82,0.51,1.27,5.67,0.67
Link 1,04/09/2017,2017,1,03:00 PM-04:00 PM,2.22,1.74,0.53,0.31,1.33,1.14,0.55
Link 1,04/09/2017,2017,1,04:00 PM-05:00 PM,1.93,1.25,0.25,0.15,1.09,4.14,0.22
Link 1,04/09/2017,2017,1,05:00 PM-06:00 PM,2.78,1.75,0.93,0.5,1.17,4.35,0.54
Link 1,04/09/2017,2017,1,06:00 PM-07:00 PM,4.61,3.34,2.26,0.96,1.7,8.54,1.65
Link 1,04/09/2017,2017,1,07:00 PM-08:00 PM,2.1,1.31,0.31,0.17,1.11,2.48,0.27
Link 1,04/09/2017,2017,1,08:00 PM-09:00 PM,1.91,1.45,0.31,0.19,1.22,0.81,0.38
Link 1,04/09/2017,2017,1,09:00 PM-10:00 PM,2.15,1.34,0.34,0.19,1.13,6.88,0.3
Link 1,04/09/2017,2017,1,10:00 PM-11:00 PM,2.09,1.6,0.45,0.27,1.26,1.14,0.48
Link 1,04/09/2017,2017,1,11:00 PM-12:00 AM,1.73,1.27,0.24,0.16,1.09,7.58,0.23
Link 1,04/16/2017,2017,1,12:00 AM-01:00 AM,1.74,1.0,0.0,0.0,1.0,inf,0.0
Link 1,04/16/2017,2017,1,03:00 AM-04:00 AM,4.29,1.0,0.0,0.0,1.0,inf,0.0
Link 1,04/16/2017,2017,1,05:00 AM-06:00 AM,1.87,1.34,0.29,0.19,1.13,9.8,0.3
Link 1,04/16/2017,2017,1,06:00 AM-07:00 AM,2.01,1.43,0.33,0.19,1.19,1.73,0.37
Link 1,04/16/2017,2017,1,07:00 AM-08:00 AM,3.02,2.5,1.31,0.77,1.41,1.95,0.67
Link 1,04/16/2017,2017,1,08:00 AM-09:00 AM,1.62,1.03,0.02,0.01,1.02,0.0,0.03
Link 1,04/16/2017,2017,1,09:00 AM-10:00 AM,1.77,1.14,0.12,0.07,1.07,0.45,0.14
Link 1,04/16/2017,2017,1,10:00 AM-11:00 AM,1.94,1.64,0.39,0.25,1.31,0.48,0.51
Link 1,04/16/2017,2017,1,11:00 AM-12:00 PM,2.12,1.46,0.32,0.18,1.24,0.41,0.38
Link 1,04/16/2017,2017,1,12:00 PM-01:00 PM,2.31,1.26,0.27,0.13,1.11,0.84,0.23
Link 1,04/16/2017,2017,1,01:00 PM-02:00 PM,1.75,1.28,0.27,0.18,1.08,1.69,0.24
Link 1,04/16/2017,2017,1,02:00 PM-03:00 PM,2.17,1.53,0.49,0.29,1.19,1.39,0.42
Link 1,04/16/2017,2017,1,03:00 PM-04:00 PM,2.49,1.67,0.66,0.36,1.23,1.76,0.5
Link 1,04/16/2017,2017,1,04:00 PM-05:00 PM,1.52,1.11,0.07,0.05,1.06,0.23,0.11
Link 1,04/16/2017,2017,1,05:00 PM-06:00 PM,2.3,1.61,0.55,0.32,1.22,1.11,0.48
Link 1,04/16/2017,2017,1,06:00 PM-07:00 PM,2.82,1.89,0.88,0.45,1.3,5.97,0.77
Link 1,04/16/2017,2017,1,07:00 PM-08:00 PM,1.74,1.29,0.22,0.14,1.13,0.45,0.24
Link 1,04/16/2017,2017,1,08:00 PM-09:00 PM,1.77,1.15,0.13,0.08,1.07,1.0,0.14
Link 1,04/16/2017,2017,1,09:00 PM-10:00 PM,2.36,1.65,0.54,0.3,1.27,1.46,0.51
Link 1,04/16/2017,2017,1,10:00 PM-11:00 PM,1.9,1.12,0.13,0.07,1.05,inf,0.11
Link 1,04/16/2017,2017,1,11:00 PM-12:00 AM,1.74,1.26,0.22,0.15,1.1,19.0,0.23
Link 1,04/23/2017,2017,1,12:00 AM-01:00 AM,3.19,1.8,0.83,0.35,1.33,1.28,0.6
Link 1,04/23/2017,2017,1,01:00 AM-02:00 AM,2.25,1.69,0.43,0.24,1.37,0.3,0.44
Link 1,04/23/2017,2017,1,03:00 AM-04:00 AM,1.98,1.44,0.34,0.21,1.19,1.0,0.37
Link 1,04/23/2017,2017,1,04:00 AM-05:00 AM,1.95,1.23,0.2,0.12,1.1,1.0,0.21
Link 1,04/23/2017,2017,1,05:00 AM-06:00 AM,1.79,1.22,0.2,0.12,1.08,11.0,0.19
Link 1,04/23/2017,2017,1,06:00 AM-07:00 AM,2.71,1.87,0.7,0.35,1.38,1.06,0.6
Link 1,04/23/2017,2017,1,07:00 AM-08:00 AM,6.75,4.66,3.97,1.43,1.91,22.65,2.59
Link 1,04/23/2017,2017,1,08:00 AM-09:00 AM,1.74,1.38,0.23,0.16,1.2,0.54,0.33
Link 1,04/23/2017,2017,1,09:00 AM-10:00 AM,1.76,1.16,0.15,0.09,1.06,6.47,0.14
Link 1,04/23/2017,2017,1,10:00 AM-11:00 AM,2.28,1.67,0.5,0.28,1.31,0.78,0.5
Link 1,04/23/2017,2017,1,11:00 AM-12:00 PM,1.61,1.24,0.16,0.11,1.12,0.6,0.23
Link 1,04/23/2017,2017,1,12:00 PM-01:00 PM,2.6,1.63,0.68,0.36,1.2,3.64,0.63
Link 1,04/23/2017,2017,1,01:00 PM-02:00 PM,2.48,1.52,0.56,0.29,1.18,3.01,0.46
Link 1,04/23/2017,2017,1,02:00 PM-03:00 PM,3.15,1.74,0.82,0.35,1.29,2.56,0.61
Link 1,04/23/2017,2017,1,03:00 PM-04:00 PM,2.06,1.37,0.34,0.2,1.15,1.57,0.33
Link 1,04/23/2017,2017,1,04:00 PM-05:00 PM,2.36,1.65,0.57,0.32,1.25,2.18,0.53
Link 1,04/23/2017,2017,1,05:00 PM-06:00 PM,1.98,1.37,0.31,0.18,1.16,0.74,0.33
Link 1,04/23/2017,2017,1,06:00 PM-07:00 PM,2.32,1.56,0.47,0.26,1.24,1.73,0.45
Link 1,04/23/2017,2017,1,07:00 PM-08:00 PM,3.76,2.61,1.79,0.9,1.37,7.25,1.0
Link 1,04/23/2017,2017,1,08:00 PM-09:00 PM,2.3,1.71,0.58,0.33,1.28,2.77,0.57
Link 1,04/23/2017,2017,1,09:00 PM-10:00 PM,1.81,1.22,0.17,0.1,1.1,0.45,0.2
Link 1,04/23/2017,2017,1,10:00 PM-11:00 PM,2.38,1.52,0.46,0.24,1.22,1.38,0.42
Link 1,04/23/2017,2017,1,11:00 PM-12:00 AM,3.02,1.19,0.26,0.09,1.08,0.65,0.17
Link 1,04/30/2017,2017,1,12:00 AM-01:00 AM,1.64,1.3,0.21,0.15,1.13,1.0,0.26
Link 1,04/30/2017,2017,1,01:00 AM-02:00 AM,2.64,1.54,0.53,0.25,1.23,1.17,0.44
Link 1,04/30/2017,2017,1,03:00 AM-04:00 AM,2.21,1.03,0.03,0.01,1.01,1.0,0.03
Link 1,04/30/2017,2017,1,05:00 AM-06:00 AM,3.48,2.27,1.15,0.5,1.52,2.02,0.86
Link 1,04/30/2017,2017,1,06:00 AM-07:00 AM,2.0,1.53,0.42,0.27,1.2,1.55,0.41
Link 1,04/30/2017,2017,1,07:00 AM-08:00 AM,6.87,5.4,4.08,1.46,2.19,25.9,3.15
Link 1,04/30/2017,2017,1,08:00 AM-09:00 AM,2.73,1.75,0.73,0.36,1.28,2.35,0.63
Link 1,04/30/2017,2017,1,09:00 AM-10:00 AM,1.96,1.22,0.16,0.09,1.12,0.09,0.18
Link 1,04/30/2017,2017,1,10:00 AM-11:00 AM,3.51,2.91,1.65,0.89,1.54,3.81,1.01
Link 1,04/30/2017,2017,1,11:00 AM-12:00 PM,2.4,1.86,0.68,0.39,1.33,2.83,0.72
Link 1,04/30/2017,2017,1,12:00 PM-01:00 PM,1.78,1.37,0.2,0.12,1.22,0.04,0.32
Link 1,04/30/2017,2017,1,01:00 PM-02:00 PM,2.31,1.88,0.54,0.31,1.44,0.2,0.55
Link 1,04/30/2017,2017,1,02:00 PM-03:00 PM,6.08,3.4,3.37,1.24,1.51,4.09,1.11
Link 1,04/30/2017,2017,1,03:00 PM-04:00 PM,2.38,1.8,0.58,0.32,1.36,0.48,0.53
Link 1,04/30/2017,2017,1,04:00 PM-05:00 PM,2.19,1.44,0.32,0.17,1.24,0.33,0.36
Link 1,04/30/2017,2017,1,05:00 PM-06:00 PM,5.27,4.0,2.73,1.08,1.93,4.2,1.65
Link 1,04/30/2017,2017,1,06:00 PM-07:00 PM,3.25,1.93,1.0,0.44,1.34,1.38,0.68
Link 1,04/30/2017,2017,1,07:00 PM-08:00 PM,2.07,1.57,0.44,0.27,1.23,1.65,0.44
Link 1,04/30/2017,2017,1,08:00 PM-09:00 PM,2.31,1.71,0.73,0.46,1.17,3.03,0.33
Link 1,04/30/2017,2017,1,09:00 PM-10:00 PM,5.09,3.01,2.46,0.94,1.55,5.19,1.16
Link 1,04/30/2017,2017,1,10:00 PM-11:00 PM,2.56,1.65,0.66,0.35,1.23,4.23,0.53
Link 1,04/30/2017,2017,1,11:00 PM-12:00 AM,1.92,1.4,0.27,0.16,1.2,0.58,0.37
Link 1,05/07/2017,2017,1,12:00 AM-01:00 AM,1.95,1.52,0.36,0.23,1.24,1.27,0.42
Link 1,05/07/2017,2017,1,01:00 AM-02:00 AM,1.87,1.4,0.33,0.21,1.16,5.2,0.35
Link 1,05/07/2017,2017,1,02:00 AM-03:00 AM,1.52,1.0,0.0,0.0,1.0,inf,0.0
Link 1,05/07/2017,2017,1,03:00 AM-04:00 AM,1.28,1.0,0.0,0.0,1.0,inf,0.0
Link 1,05/07/2017,2017,1,04:00 AM-05:00 AM,1.86,1.23,0.17,0.1,1.12,0.11,0.22
Link 1,05/07/2017,2017,1,05:00 AM-06:00 AM,1.57,1.06,0.05,0.04,1.03,1.0,0.06
Link 1,05/07/2017,2017,1,06:00 AM-07:00 AM,2.9,2.16,0.99,0.52,1.42,3.97,0.84
Link 1,05/07/2017,2017,1,07:00 AM-08:00 AM,1.71,1.2,0.19,0.12,1.07,1.4,0.2
Link 1,05/07/2017,2017,1,08:00 AM-09:00 AM,2.41,1.37,0.44,0.23,1.12,10.48,0.31
Link 1,05/07/2017,2017,1,09:00 AM-10:00 AM,1.69,1.27,0.19,0.13,1.12,1.1,0.26
Link 1,05/07/2017,2017,1,10:00 AM-11:00 AM,2.18,1.71,0.5,0.3,1.31,0.99,0.48
Link 1,05/07/2017,2017,1,11:00 AM-12:00 PM,2.02,1.11,0.1,0.05,1.06,0.24,0.13
Link 1,05/07/2017,2017,1,12:00 PM-01:00 PM,2.07,1.62,0.49,0.31,1.23,2.55,0.45
Link 1,05/07/2017,2017,1,01:00 PM-02:00 PM,1.65,1.19,0.14,0.09,1.09,0.29,0.18
Link 1,05/07/2017,2017,1,02:00 PM-03:00 PM,2.59,1.7,0.64,0.33,1.28,1.59,0.53
Link 1,05/07/2017,2017,1,03:00 PM-04:00 PM,2.36,1.34,0.42,0.22,1.1,1.66,0.37
Link 1,05/07/2017,2017,1,04:00 PM-05:00 PM,2.38,1.27,0.34,0.17,1.09,0.78,0.27
Link 1,05/07/2017,2017,1,05:00 PM-06:00 PM,2.25,1.59,0.49,0.28,1.25,1.09,0.45
Link 1,05/07/2017,2017,1,06:00 PM-07:00 PM,3.31,1.96,1.05,0.46,1.34,4.05,0.85
Link 1,05/07/2017,2017,1,07:00 PM-08:00 PM,2.52,1.55,0.64,0.34,1.16,3.31,0.45
Link 1,05/07/2017,2017,1,08:00 PM-09:00 PM,1.65,1.3,0.28,0.2,1.08,8.25,0.23
Link 1,05/07/2017,2017,1,09:00 PM-10:00 PM,2.56,1.79,0.78,0.44,1.25,4.28,0.67
Link 1,05/07/2017,2017,1,10:00 PM-11:00 PM,2.97,1.94,0.95,0.47,1.32,3.77,0.73
Link 1,05/07/2017,2017,1,11:00 PM-12:00 AM,2.4,1.42,0.4,0.2,1.18,0.83,0.3
Link 1,05/14/2017,2017,1,12:00 AM-01:00 AM,1.56,1.22,0.16,0.11,1.09,1.43,0.2
Link 1,05/14/2017,2017,1,01:00 AM-02:00 AM,1.82,1.0,0.0,0.0,1.0,inf,0.0
Link 1,05/14/2017,2017,1,03:00 AM-04:00 AM,1.69,1.0,0.0,0.0,1.0,inf,0.0
Link 1,05/14/2017,2017,1,04:00 AM-05:00 AM,1.81,1.14,0.12,0.07,1.06,1.0,0.13
Link 1,05/14/2017,2017,1,05:00 AM-06:00 AM,1.54,1.11,0.09,0.06,1.04,2.11,0.1
Link 1,05/14/2017,2017,1,06:00 AM-07:00 AM,2.81,1.88,0.94,0.5,1.25,5.13,0.71
Link 1,05/14/2017,2017,1,07:00 AM-08:00 AM,1.96,1.55,0.38,0.24,1.25,1.63,0.45
Link 1,05/14/2017,2017,1,08:00 AM-09:00 AM,1.75,1.41,0.28,0.19,1.19,0.65,0.35
Link 1,05/14/2017,2017,1,09:00 AM-10:00 AM,3.57,2.53,1.38,0.63,1.55,2.94,1.06
Link 1,05/14/2017,2017,1,10:00 AM-11:00 AM,1.83,1.3,0.27,0.17,1.11,2.74,0.27
Link 1,05/14/2017,2017,1,11:00 AM-12:00 PM,1.91,1.25,0.25,0.15,1.09,1.1,0.23
Link 1,05/14/2017,2017,1,12:00 PM-01:00 PM,2.01,1.68,0.62,0.45,1.16,4.36,0.47
Link 1,05/14/2017,2017,1,01:00 PM-02:00 PM,1.64,1.4,0.26,0.19,1.17,1.37,0.34
Link 1,05/14/2017,2017,1,02:00 PM-03:00 PM,5.25,2.6,2.62,0.99,1.3,5.67,0.99
Link 1,05/14/2017,2017,1,03:00 PM-04:00 PM,3.45,2.09,1.26,0.58,1.32,5.6,0.77
Link 1,05/14/2017,2017,1,04:00 PM-05:00 PM,3.57,2.31,1.49,0.72,1.35,7.1,0.97
Link 1,05/14/2017,2017,1,05:00 PM-06:00 PM,1.96,1.52,0.38,0.24,1.23,0.48,0.38
Link 1,05/14/2017,2017,1,06:00 PM-07:00 PM,2.25,1.6,0.59,0.36,1.18,1.47,0.39
Link 1,05/14/2017,2017,1,07:00 PM-08:00 PM,1.55,1.29,0.21,0.16,1.11,4.0,0.25
Link 1,05/14/2017,2017,1,08:00 PM-09:00 PM,1.92,1.36,0.31,0.19,1.14,2.44,0.3
Link 1,05/14/2017,2017,1,09:00 PM-10:00 PM,1.75,1.22,0.19,0.12,1.09,2.17,0.2
Link 1,05/14/2017,2017,1,10:00 PM-11:00 PM,1.84,1.29,0.23,0.15,1.13,1.0,0.26
Link 1,05/14/2017,2017,1,11:00 PM-12:00 AM,3.45,2.13,1.08,0.46,1.46,1.13,0.73
Link 1,05/21/2017,2017,1,12:00 AM-01:00 AM,1.53,1.19,0.15,0.11,1.08,2.22,0.18
Link 1,05/21/2017,2017,1,01:00 AM-02:00 AM,1.53,1.22,0.15,0.11,1.09,1.0,0.2
Link 1,05/21/2017,2017,1,02:00 AM-03:00 AM,1.35,1.0,0.0,0.0,1.0,inf,0.0
Link 1,05/21/2017,2017,1,04:00 AM-05:00 AM,2.96,1.72,0.7,0.31,1.31,1.0,0.55
Link 1,05/21/2017,2017,1,05:00 AM-06:00 AM,2.29,1.65,0.52,0.3,1.27,2.05,0.5
Link 1,05/21/2017,2017,1,06:00 AM-07:00 AM,1.91,1.4,0.3,0.19,1.18,0.82,0.38
Link 1,05/21/2017,2017,1,07:00 AM-08:00 AM,3.13,2.44,1.27,0.68,1.46,5.31,1.12
Link 1,05/21/2017,2017,1,08:00 AM-09:00 AM,14.16,8.74,9.69,2.17,2.76,27.18,4.76
Link 1,05/21/2017,2017,1,09:00 AM-10:00 AM,2.13,1.67,0.53,0.33,1.26,2.78,0.55
Link 1,05/21/2017,2017,1,10:00 AM-11:00 AM,1.79,1.38,0.31,0.21,1.14,3.08,0.34
Link 1,05/21/2017,2017,1,11:00 AM-12:00 PM,1.69,1.14,0.1,0.06,1.07,0.17,0.14
Link 1,05/21/2017,2017,1,12:00 PM-01:00 PM,1.73,1.25,0.16,0.1,1.13,0.19,0.23
Link 1,05/21/2017,2017,1,01:00 PM-02:00 PM,2.24,1.71,0.59,0.36,1.26,3.95,0.56
Link 1,05/21/2017,2017,1,02:00 PM-03:00 PM,2.64,1.57,0.63,0.31,1.2,1.36,0.54
Link 1,05/21/2017,2017,1,03:00 PM-04:00 PM,2.89,1.9,0.93,0.47,1.29,0.73,0.42
Link 1,05/21/2017,2017,1,04:00 PM-05:00 PM,4.65,2.93,2.38,1.05,1.43,10.8,1.0
Link 1,05/21/2017,2017,1,05:00 PM-06:00 PM,2.91,1.57,0.66,0.3,1.21,2.51,0.44
Link 1,05/21/2017,2017,1,06:00 PM-07:00 PM,2.69,1.97,0.89,0.5,1.32,5.4,0.77
Link 1,05/21/2017,2017,1,07:00 PM-08:00 PM,1.75,1.34,0.31,0.22,1.1,4.71,0.3
Link 1,05/21/2017,2017,1,08:00 PM-09:00 PM,2.77,2.0,0.95,0.52,1.32,1.77,0.59
Link 1,05/21/2017,2017,1,09:00 PM-10:00 PM,2.08,1.0,0.0,0.0,1.0,inf,0.0
Link 1,05/21/2017,2017,1,10:00 PM-11:00 PM,1.71,1.41,0.28,0.2,1.18,1.0,0.35
Link 1,05/21/2017,2017,1,11:00 PM-12:00 AM,2.26,1.45,0.38,0.2,1.2,1.4,0.38
Link 1,05/28/2017,2017,1,12:00 AM-01:00 AM,1.62,1.02,0.02,0.01,1.01,1.0,0.02
Link 1,05/28/2017,2017,1,01:00 AM-02:00 AM,2.51,1.0,0.0,0.0,1.0,inf,0.0
Link 1,05/28/2017,2017,1,02:00 AM-03:00 AM,1.66,1.0,0.0,0.0,1.0,inf,0.0
Link 1,05/28/2017,2017,1,03:00 AM-04:00 AM,1.72,1.29,0.22,0.14,1.13,1.0,0.26
Link 1,05/28/2017,2017,1,04:00 AM-05:00 AM,2.33,1.17,0.19,0.09,1.08,1.0,0.16
Link 1,05/28/2017,2017,1,05:00 AM-06:00 AM,1.8,1.29,0.22,0.14,1.14,0.42,0.26
Link 1,05/28/2017,2017,1,06:00 AM-07:00 AM,2.4,1.79,0.58,0.32,1.35,1.93,0.61
Link 1,05/28/2017,2017,1,07:00 AM-08:00 AM,2.38,1.52,0.56,0.31,1.17,10.41,0.43
Link 1,05/28/2017,2017,1,08:00 AM-09:00 AM,1.77,1.13,0.11,0.06,1.06,0.43,0.13
Link 1,05/28/2017,2017,1,09:00 AM-10:00 AM,3.03,2.04,0.94,0.45,1.41,2.42,0.75
Link 1,05/28/2017,2017,1,10:00 AM-11:00 AM,2.16,1.56,0.43,0.25,1.25,0.69,0.45
Link 1,05/28/2017,2017,1,11:00 AM-12:00 PM,1.95,1.39,0.33,0.2,1.15,0.73,0.31
Link 1,05/28/2017,2017,1,12:00 PM-01:00 PM,2.05,1.5,0.43,0.26,1.19,1.04,0.41
