LinkName,Year,Day-of-the-week,Time-of-the-day,MinTT,TT10,TT15,TT25,TT50,AvgTT,TT85,TT90,TT95,MaxTT,StdDev
Link 3,2019,3,04:00 PM-05:00 PM,1.15,1.77,1.89,2.04,2.26,2.34,2.81,2.91,3.13,6.78,0.57
Link 3,2019,3,05:00 PM-06:00 PM,1.23,1.73,1.85,2.04,2.26,2.34,2.71,2.91,3.26,10.18,0.65
Link 3,2019,3,06:00 PM-07:00 PM,1.21,1.54,1.6,1.77,2.09,2.15,2.54,2.71,3.08,7.4,0.6
Link 3,2019,3,07:00 PM-08:00 PM,1.2,1.4,1.43,1.51,1.63,1.74,1.99,2.14,2.33,16.28,0.75
Link 3,2019,3,08:00 PM-09:00 PM,1.16,1.36,1.4,1.48,1.63,1.71,1.99,2.13,2.33,6.78,0.45
Link 3,2019,3,09:00 PM-10:00 PM,1.15,1.36,1.38,1.45,1.57,1.66,1.83,1.94,2.04,20.35,0.98
Link 3,2019,3,10:00 PM-11:00 PM,0.87,1.36,1.38,1.43,1.57,1.63,1.85,1.94,2.14,4.28,0.3
Link 3,2019,3,11:00 PM-12:00 AM,1.2,1.36,1.38,1.4,1.54,1.61,1.82,1.89,2.09,4.52,0.35
Link 3,2019,4,12:00 AM-01:00 AM,1.16,1.38,1.4,1.48,1.63,1.74,1.95,2.09,2.38,6.78,0.57
Link 3,2019,4,01:00 AM-02:00 AM,1.13,1.31,1.37,1.42,1.57,1.65,1.94,1.96,2.34,2.81,0.34
Link 3,2019,4,03:00 AM-04:00 AM,1.13,1.25,1.37,1.43,1.57,1.79,1.94,2.2,2.74,8.14,0.96
Link 3,2019,4,04:00 AM-05:00 AM,1.13,1.38,1.43,1.51,1.63,1.76,2.14,2.27,2.56,4.28,0.43
Link 3,2019,4,05:00 AM-06:00 AM,1.21,1.4,1.43,1.48,1.64,1.72,1.99,2.14,2.31,5.43,0.38
Link 3,2019,4,06:00 AM-07:00 AM,1.21,1.45,1.48,1.6,1.85,1.97,2.47,2.54,2.9,4.52,0.49
Link 3,2019,4,07:00 AM-08:00 AM,1.25,2.18,2.46,2.81,3.7,3.7,4.55,5.09,5.43,11.63,1.26
Link 3,2019,4,08:00 AM-09:00 AM,1.29,3.01,3.39,3.7,4.28,4.32,5.09,5.43,6.78,11.63,1.28
Link 3,2019,4,09:00 AM-10:00 AM,1.23,1.54,1.6,1.7,1.99,2.36,3.39,3.88,4.52,10.18,1.02
Link 3,2019,4,10:00 AM-11:00 AM,1.25,1.54,1.57,1.66,1.81,1.9,2.2,2.26,2.63,13.57,0.62
Link 3,2019,4,11:00 AM-12:00 PM,1.2,1.54,1.57,1.63,1.77,1.87,2.14,2.26,2.54,5.81,0.41
Link 3,2019,4,12:00 PM-01:00 PM,1.29,1.54,1.6,1.66,1.81,1.91,2.26,2.39,2.71,4.07,0.41
Link 3,2019,4,01:00 PM-02:00 PM,1.1,1.66,1.73,1.81,1.99,2.09,2.35,2.54,2.81,6.26,0.51
Link 3,2019,4,02:00 PM-03:00 PM,1.15,1.63,1.72,1.81,1.99,2.1,2.39,2.54,2.91,6.26,0.52
Link 3,2019,4,03:00 PM-04:00 PM,1.04,1.81,1.89,1.99,2.2,2.28,2.54,2.71,3.13,7.4,0.59
Link 3,2019,4,04:00 PM-05:00 PM,1.21,1.81,1.89,2.04,2.33,2.37,2.81,2.91,3.26,10.18,0.67
Link 3,2019,4,05:00 PM-06:00 PM,1.27,1.77,1.89,2.04,2.33,2.33,2.71,2.91,3.13,5.81,0.47
Link 3,2019,4,06:00 PM-07:00 PM,1.07,1.51,1.6,1.77,2.14,2.22,2.63,2.71,3.01,20.35,1.05
Link 3,2019,4,07:00 PM-08:00 PM,1.16,1.4,1.48,1.54,1.66,1.72,1.99,2.09,2.26,3.7,0.31
Link 3,2019,4,08:00 PM-09:00 PM,1.1,1.33,1.38,1.45,1.6,1.7,1.94,2.09,2.39,5.09,0.44
Link 3,2019,4,09:00 PM-10:00 PM,0.99,1.38,1.43,1.48,1.6,1.68,1.89,1.99,2.2,4.52,0.35
Link 3,2019,4,10:00 PM-11:00 PM,1.13,1.36,1.4,1.45,1.6,1.69,1.94,2.04,2.33,4.79,0.4
Link 3,2019,4,11:00 PM-12:00 AM,1.12,1.36,1.4,1.45,1.54,1.63,1.82,1.92,2.09,5.81,0.41
Link 3,2019,5,12:00 AM-01:00 AM,1.06,1.38,1.4,1.48,1.63,1.69,1.96,2.11,2.33,3.01,0.31
Link 3,2019,5,01:00 AM-02:00 AM,1.23,1.33,1.4,1.44,1.63,1.78,2.33,2.39,2.54,5.81,0.56
Link 3,2019,5,02:00 AM-03:00 AM,1.07,1.37,1.4,1.46,1.66,1.84,2.2,2.39,2.77,4.52,0.62
Link 3,2019,5,03:00 AM-04:00 AM,1.13,1.29,1.35,1.4,1.63,1.89,2.11,2.58,3.39,8.14,1.01
Link 3,2019,5,04:00 AM-05:00 AM,1.16,1.38,1.4,1.46,1.64,1.74,1.99,2.22,2.53,3.88,0.46
Link 3,2019,5,05:00 AM-06:00 AM,1.09,1.4,1.45,1.51,1.7,1.76,2.09,2.16,2.33,5.43,0.39
Link 3,2019,5,06:00 AM-07:00 AM,1.23,1.43,1.48,1.6,1.85,1.95,2.47,2.54,2.91,4.28,0.5
Link 3,2019,5,07:00 AM-08:00 AM,1.27,2.2,2.39,2.81,3.54,3.7,4.56,5.09,6.26,10.18,1.3
Link 3,2019,5,08:00 AM-09:00 AM,1.23,2.71,3.26,3.7,4.07,4.16,5.09,5.43,6.26,11.63,1.23
Link 3,2019,5,09:00 AM-10:00 AM,1.16,1.57,1.61,1.73,1.99,2.41,3.54,3.88,4.28,10.18,1.03
Link 3,2019,5,10:00 AM-11:00 AM,1.16,1.54,1.57,1.63,1.77,1.87,2.14,2.26,2.54,7.4,0.46
Link 3,2019,5,11:00 AM-12:00 PM,1.23,1.54,1.57,1.66,1.81,1.86,2.14,2.26,2.54,3.7,0.33
Link 3,2019,5,12:00 PM-01:00 PM,1.16,1.54,1.6,1.66,1.81,1.93,2.26,2.35,2.71,9.04,0.55
Link 3,2019,5,01:00 PM-02:00 PM,1.27,1.63,1.7,1.81,1.99,2.06,2.33,2.47,2.71,9.04,0.51
Link 3,2019,5,02:00 PM-03:00 PM,1.31,1.66,1.73,1.85,2.04,2.09,2.39,2.54,2.91,6.78,0.47
Link 3,2019,5,03:00 PM-04:00 PM,1.29,1.81,1.89,1.99,2.2,2.3,2.63,2.81,3.21,9.04,0.59
Link 3,2019,5,04:00 PM-05:00 PM,1.25,1.89,1.94,2.09,2.33,2.42,2.81,3.01,3.39,7.4,0.63
Link 3,2019,5,05:00 PM-06:00 PM,1.2,1.73,1.89,2.04,2.33,2.42,2.91,3.13,3.54,6.26,0.65
Link 3,2019,5,06:00 PM-07:00 PM,1.13,1.63,1.7,1.81,2.2,2.27,2.81,3.01,3.47,7.4,0.67
Link 3,2019,5,07:00 PM-08:00 PM,1.25,1.43,1.48,1.54,1.7,1.74,1.99,2.09,2.26,4.07,0.34
Link 3,2019,5,08:00 PM-09:00 PM,1.23,1.38,1.41,1.48,1.63,1.7,1.99,2.09,2.26,4.79,0.36
Link 3,2019,5,09:00 PM-10:00 PM,1.2,1.4,1.45,1.51,1.63,1.69,1.89,1.99,2.09,6.26,0.36
Link 3,2019,5,10:00 PM-11:00 PM,1.16,1.36,1.4,1.45,1.57,1.66,1.89,2.04,2.26,3.54,0.34
Link 3,2019,5,11:00 PM-12:00 AM,1.0,1.33,1.38,1.43,1.54,1.65,1.89,1.99,2.26,5.81,0.49
Link 3,2019,6,12:00 AM-01:00 AM,1.03,1.36,1.4,1.45,1.6,1.68,1.94,2.04,2.2,6.26,0.42
Link 3,2019,6,01:00 AM-02:00 AM,1.25,1.38,1.38,1.43,1.57,1.69,1.99,2.08,2.42,4.07,0.43
Link 3,2019,6,02:00 AM-03:00 AM,1.18,1.37,1.38,1.45,1.64,1.76,2.08,2.2,2.56,4.52,0.53
Link 3,2019,6,03:00 AM-04:00 AM,1.18,1.38,1.43,1.44,1.57,1.84,2.39,2.56,2.83,5.81,0.7
Link 3,2019,6,04:00 AM-05:00 AM,0.97,1.33,1.4,1.45,1.6,1.68,1.92,2.04,2.14,5.09,0.43
Link 3,2019,6,05:00 AM-06:00 AM,1.23,1.4,1.43,1.48,1.63,1.76,2.03,2.14,2.51,11.63,0.66
Link 3,2019,6,06:00 AM-07:00 AM,1.13,1.43,1.48,1.6,1.81,1.96,2.39,2.54,2.81,20.35,0.91
Link 3,2019,6,07:00 AM-08:00 AM,1.29,1.85,1.99,2.26,3.01,3.24,4.52,4.79,5.4,9.04,1.23
Link 3,2019,6,08:00 AM-09:00 AM,1.27,1.6,1.77,2.04,3.39,3.42,4.79,4.79,5.81,13.57,1.54
Link 3,2019,6,09:00 AM-10:00 AM,1.16,1.48,1.54,1.63,1.81,1.95,2.26,2.47,3.01,5.43,0.55
Link 3,2019,6,10:00 AM-11:00 AM,1.2,1.52,1.57,1.66,1.77,1.86,2.14,2.26,2.47,5.81,0.38
Link 3,2019,6,11:00 AM-12:00 PM,1.13,1.55,1.6,1.66,1.85,1.93,2.26,2.39,2.71,7.4,0.45
Link 3,2019,6,12:00 PM-01:00 PM,1.23,1.57,1.63,1.7,1.89,2.07,2.33,2.63,3.01,20.35,0.98
Link 3,2019,6,01:00 PM-02:00 PM,1.23,1.7,1.77,1.85,2.04,2.18,2.39,2.54,2.82,13.57,0.89
Link 3,2019,6,02:00 PM-03:00 PM,1.25,1.73,1.81,1.89,2.09,2.22,2.54,2.81,3.13,16.28,0.83
Link 3,2019,6,03:00 PM-04:00 PM,1.31,1.85,1.99,2.09,2.33,2.74,3.39,3.88,4.85,20.35,1.51
Link 3,2019,6,04:00 PM-05:00 PM,1.31,1.94,2.04,2.2,2.54,2.91,3.88,4.28,4.79,20.35,1.37
Link 3,2019,6,05:00 PM-06:00 PM,1.38,1.89,1.99,2.14,2.39,2.62,3.26,3.54,4.28,13.57,1.0
Link 3,2019,6,06:00 PM-07:00 PM,0.97,1.57,1.66,1.85,2.2,2.26,2.63,2.81,3.26,11.63,0.78
Link 3,2019,6,07:00 PM-08:00 PM,1.13,1.43,1.48,1.54,1.7,1.76,2.09,2.2,2.39,3.54,0.34
Link 3,2019,6,08:00 PM-09:00 PM,1.2,1.38,1.4,1.48,1.63,1.74,2.03,2.14,2.35,7.4,0.54
Link 3,2019,6,09:00 PM-10:00 PM,1.21,1.38,1.43,1.5,1.63,1.69,1.89,1.99,2.2,5.43,0.37
Link 3,2019,6,10:00 PM-11:00 PM,1.2,1.38,1.4,1.48,1.63,1.69,1.96,2.09,2.33,3.54,0.34
Link 3,2019,6,11:00 PM-12:00 AM,1.16,1.37,1.4,1.45,1.6,1.67,1.94,2.01,2.14,7.4,0.46
Link 3,2019,7,12:00 AM-01:00 AM,1.16,1.37,1.41,1.48,1.66,1.72,2.04,2.14,2.39,3.39,0.35
Link 3,2019,7,01:00 AM-02:00 AM,1.25,1.36,1.38,1.47,1.63,1.71,2.03,2.17,2.33,3.7,0.37
Link 3,2019,7,05:00 AM-06:00 AM,1.21,1.4,1.43,1.48,1.63,1.7,1.94,2.04,2.26,5.09,0.35
Link 3,2019,7,06:00 AM-07:00 AM,1.21,1.4,1.43,1.48,1.66,1.75,2.04,2.2,2.4,3.88,0.35
Link 3,2019,7,07:00 AM-08:00 AM,1.18,1.4,1.43,1.51,1.7,1.93,2.14,2.33,2.63,20.35,1.46
Link 3,2019,7,08:00 AM-09:00 AM,1.03,1.36,1.4,1.48,1.7,1.79,2.09,2.28,2.52,9.04,0.56
Link 3,2019,7,09:00 AM-10:00 AM,1.04,1.36,1.38,1.45,1.57,1.65,1.89,1.99,2.2,8.14,0.42
Link 3,2019,7,10:00 AM-11:00 AM,0.99,1.38,1.43,1.48,1.6,1.67,1.89,1.99,2.2,4.28,0.34
Link 3,2019,7,11:00 AM-12:00 PM,1.12,1.4,1.43,1.51,1.66,1.71,1.94,2.04,2.33,4.52,0.35
Link 3,2019,7,12:00 PM-01:00 PM,0.85,1.4,1.45,1.51,1.66,1.7,1.89,2.04,2.24,6.78,0.39
Link 3,2019,7,01:00 PM-02:00 PM,1.2,1.43,1.45,1.54,1.7,1.76,2.04,2.2,2.47,4.07,0.38
Link 3,2019,7,02:00 PM-03:00 PM,1.15,1.45,1.51,1.6,1.81,1.96,2.33,2.39,2.67,20.35,1.01
Link 3,2019,7,03:00 PM-04:00 PM,1.21,1.43,1.48,1.57,1.77,1.89,2.2,2.39,2.71,9.04,0.57
Link 3,2019,7,04:00 PM-05:00 PM,1.15,1.38,1.42,1.48,1.6,1.66,1.89,1.99,2.09,3.54,0.27
Link 3,2019,7,05:00 PM-06:00 PM,1.16,1.4,1.43,1.48,1.63,1.67,1.89,1.99,2.2,2.91,0.26
Link 3,2019,7,06:00 PM-07:00 PM,1.2,1.38,1.4,1.48,1.6,1.65,1.89,1.99,2.14,3.39,0.28
Link 3,2019,7,07:00 PM-08:00 PM,1.1,1.36,1.4,1.46,1.6,1.71,1.85,1.94,2.14,27.13,1.34
Link 3,2019,7,08:00 PM-09:00 PM,1.1,1.36,1.38,1.43,1.6,1.7,1.88,2.0,2.23,16.28,0.93
Link 3,2019,7,09:00 PM-10:00 PM,1.09,1.4,1.43,1.48,1.63,1.75,2.08,2.26,2.54,4.28,0.42
Link 3,2019,7,10:00 PM-11:00 PM,1.21,1.36,1.4,1.45,1.63,1.73,2.04,2.14,2.52,4.79,0.42
Link 3,2019,7,11:00 PM-12:00 AM,1.16,1.33,1.36,1.4,1.6,1.67,1.95,2.04,2.22,4.28,0.37
Link 3,2019,1,12:00 AM-01:00 AM,1.09,1.36,1.4,1.48,1.66,1.71,2.04,2.19,2.26,2.63,0.32
Link 3,2019,1,02:00 AM-03:00 AM,1.1,1.36,1.4,1.48,1.62,1.74,1.96,2.09,2.39,4.07,0.5
Link 3,2019,1,04:00 AM-05:00 AM,1.2,1.37,1.4,1.48,1.63,1.7,1.99,2.11,2.34,2.71,0.32
Link 3,2019,1,05:00 AM-06:00 AM,1.12,1.35,1.4,1.45,1.6,1.65,1.89,2.09,2.31,2.81,0.3
Link 3,2019,1,06:00 AM-07:00 AM,1.07,1.33,1.4,1.48,1.6,1.69,1.99,2.09,2.32,4.79,0.36
Link 3,2019,1,07:00 AM-08:00 AM,1.09,1.33,1.38,1.43,1.6,1.71,1.94,2.09,2.39,11.63,0.71
Link 3,2019,1,08:00 AM-09:00 AM,1.16,1.36,1.4,1.45,1.62,1.73,2.04,2.2,2.63,6.26,0.48
Link 3,2019,1,09:00 AM-10:00 AM,1.04,1.31,1.36,1.38,1.51,1.6,1.81,1.85,2.04,6.78,0.45
Link 3,2019,1,10:00 AM-11:00 AM,1.09,1.33,1.38,1.43,1.57,1.67,1.85,1.94,2.14,13.57,0.8
Link 3,2019,1,11:00 AM-12:00 PM,1.16,1.31,1.38,1.43,1.57,1.64,1.81,1.94,2.09,8.14,0.52
Link 3,2019,1,12:00 PM-01:00 PM,1.02,1.36,1.4,1.45,1.6,1.69,1.89,1.99,2.3,9.04,0.53
Link 3,2019,1,01:00 PM-02:00 PM,1.16,1.4,1.43,1.51,1.63,1.74,1.94,2.04,2.22,20.35,0.93
Link 3,2019,1,02:00 PM-03:00 PM,1.16,1.4,1.45,1.54,1.77,1.93,2.2,2.47,2.81,20.35,1.14
Link 3,2019,1,03:00 PM-04:00 PM,1.13,1.4,1.45,1.54,1.73,1.85,2.26,2.46,2.63,4.79,0.45
Link 3,2019,1,04:00 PM-05:00 PM,1.15,1.38,1.4,1.45,1.6,1.65,1.86,1.99,2.2,4.79,0.33
Link 3,2019,1,05:00 PM-06:00 PM,1.15,1.38,1.4,1.48,1.6,1.66,1.89,2.04,2.2,3.88,0.3
Link 3,2019,1,06:00 PM-07:00 PM,1.09,1.36,1.4,1.47,1.6,1.68,1.89,2.02,2.2,5.09,0.36
Link 3,2019,1,07:00 PM-08:00 PM,1.18,1.36,1.4,1.45,1.58,1.64,1.85,1.94,2.14,4.52,0.34
Link 3,2019,1,08:00 PM-09:00 PM,1.15,1.36,1.4,1.45,1.57,1.65,1.85,1.99,2.18,5.81,0.37
Link 3,2019,1,09:00 PM-10:00 PM,1.16,1.38,1.4,1.48,1.63,1.75,2.04,2.2,2.47,5.43,0.49
Link 3,2019,1,10:00 PM-11:00 PM,1.23,1.36,1.38,1.45,1.63,1.7,2.04,2.13,2.33,3.7,0.35
Link 3,2019,1,11:00 PM-12:00 AM,1.2,1.33,1.36,1.43,1.57,1.69,1.95,2.14,2.33,6.26,0.5
Link 3,2019,2,12:00 AM-01:00 AM,1.06,1.29,1.33,1.4,1.52,1.63,1.85,1.89,2.13,9.04,0.59
Link 3,2019,2,01:00 AM-02:00 AM,1.21,1.38,1.38,1.48,1.6,1.89,1.94,2.09,2.26,27.13,2.33
Link 3,2019,2,03:00 AM-04:00 AM,1.15,1.4,1.45,1.51,1.7,1.83,2.15,2.27,3.27,4.28,0.57
Link 3,2019,2,04:00 AM-05:00 AM,1.16,1.36,1.43,1.5,1.66,1.82,2.09,2.2,2.81,6.78,0.68
Link 3,2019,2,05:00 AM-06:00 AM,1.21,1.4,1.45,1.54,1.7,1.8,2.09,2.2,2.39,9.04,0.59
Link 3,2019,2,06:00 AM-07:00 AM,1.15,1.48,1.51,1.6,1.85,1.99,2.47,2.71,3.01,4.28,0.55
Link 3,2019,2,07:00 AM-08:00 AM,1.29,2.2,2.54,3.13,3.88,3.9,4.79,5.43,6.26,20.35,1.52
Link 3,2019,2,08:00 AM-09:00 AM,1.21,2.03,2.92,3.7,4.28,4.11,4.79,5.09,5.81,13.57,1.33
Link 3,2019,2,09:00 AM-10:00 AM,1.25,1.51,1.57,1.66,1.94,2.42,3.7,4.07,4.79,10.18,1.2
Link 3,2019,2,10:00 AM-11:00 AM,1.2,1.51,1.54,1.63,1.77,1.88,2.14,2.29,2.6,6.78,0.48
Link 3,2019,2,11:00 AM-12:00 PM,1.1,1.54,1.57,1.66,1.81,1.93,2.2,2.33,2.63,20.35,0.86
Link 3,2019,2,12:00 PM-01:00 PM,1.27,1.54,1.57,1.63,1.77,1.89,2.2,2.33,2.63,5.43,0.42
Link 3,2019,2,01:00 PM-02:00 PM,1.25,1.63,1.7,1.81,1.94,2.03,2.33,2.47,2.81,4.07,0.39
Link 3,2019,2,02:00 PM-03:00 PM,1.18,1.66,1.73,1.81,1.99,2.08,2.39,2.54,2.81,7.4,0.48
Link 3,2019,2,03:00 PM-04:00 PM,1.07,1.7,1.77,1.94,2.14,2.23,2.54,2.71,2.91,27.13,1.16
Link 3,2019,2,04:00 PM-05:00 PM,1.23,1.77,1.89,2.04,2.33,2.4,2.81,2.91,3.26,11.63,0.86
Link 3,2019,2,05:00 PM-06:00 PM,0.97,1.7,1.81,1.99,2.26,2.33,2.71,2.81,3.26,9.04,0.66
Link 3,2019,2,06:00 PM-07:00 PM,1.25,1.57,1.66,1.81,2.14,2.18,2.63,2.71,3.03,11.63,0.68
Link 3,2019,2,07:00 PM-08:00 PM,1.0,1.38,1.43,1.51,1.63,1.73,1.94,2.04,2.22,20.35,0.93
Link 3,2019,2,08:00 PM-09:00 PM,1.15,1.33,1.38,1.43,1.6,1.66,1.89,2.03,2.26,4.07,0.38
Link 3,2019,2,09:00 PM-10:00 PM,1.16,1.38,1.4,1.45,1.57,1.69,1.89,1.99,2.14,9.04,0.61
Link 3,2019,2,10:00 PM-11:00 PM,1.15,1.36,1.4,1.45,1.6,1.67,1.94,1.99,2.22,4.79,0.37
Link 3,2019,2,11:00 PM-12:00 AM,1.02,1.33,1.36,1.4,1.54,1.68,1.89,1.99,2.27,8.14,0.7
Link 3,2019,3,12:00 AM-01:00 AM,1.15,1.36,1.38,1.43,1.6,1.69,2.04,2.11,2.27,4.07,0.36
Link 3,2019,7,02:00 AM-03:00 AM,1.06,1.32,1.36,1.44,1.56,1.63,1.85,2.04,2.28,2.81,0.31
Link 3,2019,7,04:00 AM-05:00 AM,1.25,1.36,1.38,1.45,1.57,1.72,2.14,2.29,2.53,3.39,0.44
Link 3,2019,1,03:00 AM-04:00 AM,1.02,1.29,1.32,1.38,1.54,1.64,1.96,2.05,2.24,4.07,0.48
Link 3,2019,3,02:00 AM-03:00 AM,1.15,1.31,1.36,1.43,1.57,1.84,2.1,2.46,2.98,7.4,0.91
Link 3,2019,4,02:00 AM-03:00 AM,1.27,1.38,1.38,1.52,1.7,1.94,2.33,2.78,3.7,5.81,0.85
Link 3,2019,7,03:00 AM-04:00 AM,1.12,1.39,1.41,1.51,1.66,1.78,1.99,2.09,2.24,5.81,0.62
Link 3,2019,1,01:00 AM-02:00 AM,1.2,1.36,1.38,1.45,1.57,1.69,1.99,2.16,2.26,4.79,0.46
Link 3,2019,2,02:00 AM-03:00 AM,1.21,1.32,1.36,1.38,1.57,1.62,1.94,2.07,2.2,2.63,0.3
Link 4,2017,1,10:00 AM-11:00 AM,1.13,1.26,1.29,1.38,1.5,1.77,2.11,2.33,3.0,5.27,0.79
Link 4,2017,1,12:00 PM-01:00 PM,1.13,1.24,1.26,1.32,1.47,1.6,1.86,2.11,2.53,3.95,0.46
Link 4,2017,1,01:00 PM-02:00 PM,1.09,1.29,1.33,1.37,1.5,1.77,2.18,2.59,2.75,7.02,0.87
Link 4,2017,1,02:00 PM-03:00 PM,1.24,1.32,1.32,1.39,1.54,1.95,2.12,2.97,5.68,6.32,1.2
Link 4,2017,1,04:00 PM-05:00 PM,1.19,1.3,1.32,1.37,1.58,1.94,2.04,2.51,3.3,15.8,1.63
Link 4,2017,1,05:00 PM-06:00 PM,1.17,1.34,1.37,1.44,1.58,1.66,1.92,2.11,2.41,3.72,0.39
Link 4,2017,2,02:00 AM-03:00 AM,1.22,1.36,1.41,1.54,1.62,1.77,2.17,2.28,2.43,3.33,0.4
Link 4,2017,2,05:00 AM-06:00 AM,1.11,1.26,1.32,1.38,1.5,1.64,1.86,2.15,2.43,5.27,0.55
Link 4,2017,2,06:00 AM-07:00 AM,1.07,1.32,1.34,1.37,1.5,1.71,1.86,2.18,2.87,7.02,0.78
Link 4,2017,2,07:00 AM-08:00 AM,0.97,1.4,1.47,1.54,1.76,2.38,2.97,3.72,5.75,15.8,1.88
Link 4,2017,2,08:00 AM-09:00 AM,0.97,1.4,1.44,1.5,1.76,2.21,2.63,3.01,3.95,21.07,1.67
Link 4,2017,2,09:00 AM-10:00 AM,0.9,1.34,1.4,1.47,1.62,1.88,2.18,2.43,2.87,15.8,1.13
Link 4,2017,2,10:00 AM-11:00 AM,1.19,1.34,1.37,1.44,1.62,1.83,2.11,2.26,2.75,12.64,0.98
Link 4,2017,2,11:00 AM-12:00 PM,1.19,1.37,1.4,1.48,1.66,2.05,2.19,2.53,3.82,21.07,1.76
Link 4,2017,2,12:00 PM-01:00 PM,1.05,1.37,1.4,1.47,1.66,1.98,2.18,2.43,3.15,15.8,1.57
Link 4,2017,2,02:00 PM-03:00 PM,1.19,1.37,1.4,1.44,1.58,1.88,2.18,2.43,3.16,10.53,1.08
Link 4,2017,2,05:00 PM-06:00 PM,1.09,1.41,1.47,1.56,1.92,2.39,3.01,3.33,4.51,15.8,1.73
Link 4,2017,2,06:00 PM-07:00 PM,1.0,1.34,1.44,1.54,1.71,2.12,2.53,3.01,4.67,10.53,1.35
Link 4,2017,2,07:00 PM-08:00 PM,1.17,1.32,1.37,1.4,1.5,1.8,1.92,2.26,2.9,10.53,1.15
Link 4,2017,2,08:00 PM-09:00 PM,0.89,1.26,1.29,1.36,1.52,1.62,1.98,2.11,2.23,3.72,0.38
Link 4,2017,3,02:00 AM-03:00 AM,1.19,1.34,1.37,1.48,1.58,1.95,2.11,2.49,3.29,9.03,1.27
Link 4,2017,3,03:00 AM-04:00 AM,1.26,1.4,1.44,1.57,1.66,1.82,2.34,2.48,2.55,3.33,0.43
Link 4,2017,3,04:00 AM-05:00 AM,1.11,1.26,1.29,1.34,1.47,1.61,1.76,1.81,2.86,3.95,0.52
Link 4,2017,3,05:00 AM-06:00 AM,1.05,1.3,1.32,1.37,1.5,1.65,1.84,2.18,2.85,4.51,0.55
Link 4,2017,3,06:00 AM-07:00 AM,1.02,1.32,1.34,1.4,1.58,1.73,2.04,2.34,2.67,10.53,0.75
Link 4,2017,3,07:00 AM-08:00 AM,1.13,1.4,1.47,1.58,1.95,2.79,3.67,4.51,7.02,21.07,2.7
Link 4,2017,3,08:00 AM-09:00 AM,0.87,1.47,1.5,1.62,1.86,2.43,2.87,3.33,3.95,21.07,2.25
Link 4,2017,3,09:00 AM-10:00 AM,1.13,1.38,1.44,1.5,1.62,1.85,2.26,2.53,3.16,10.53,0.79
Link 4,2017,3,10:00 AM-11:00 AM,1.13,1.34,1.4,1.44,1.62,1.75,2.11,2.26,2.53,5.75,0.49
Link 4,2017,3,11:00 AM-12:00 PM,0.67,1.34,1.4,1.47,1.62,1.76,2.04,2.18,2.56,7.9,0.61
Link 4,2017,3,12:00 PM-01:00 PM,1.11,1.4,1.41,1.47,1.66,1.89,2.11,2.34,2.75,10.53,0.99
Link 4,2017,3,01:00 PM-02:00 PM,1.05,1.38,1.44,1.5,1.71,1.88,2.26,2.51,2.87,5.27,0.63
Link 4,2017,3,02:00 PM-03:00 PM,1.15,1.37,1.4,1.47,1.62,1.84,2.18,2.34,2.75,15.8,0.98
Link 4,2017,3,03:00 PM-04:00 PM,1.15,1.4,1.44,1.5,1.76,2.07,2.43,2.63,4.09,12.64,1.19
Link 4,2017,3,04:00 PM-05:00 PM,1.13,1.44,1.5,1.62,1.86,2.14,2.53,2.87,3.39,9.03,1.01
Link 4,2017,3,05:00 PM-06:00 PM,1.19,1.44,1.54,1.66,1.92,2.43,3.01,3.72,5.75,15.8,1.57
Link 4,2017,3,06:00 PM-07:00 PM,1.17,1.36,1.4,1.5,1.71,1.91,2.34,2.63,3.16,6.32,0.72
Link 4,2017,3,07:00 PM-08:00 PM,1.17,1.34,1.34,1.4,1.62,1.81,2.13,2.38,3.01,7.9,0.82
Link 4,2017,3,08:00 PM-09:00 PM,1.17,1.34,1.37,1.46,1.58,1.78,2.03,2.25,3.01,5.27,0.62
Link 4,2017,3,10:00 PM-11:00 PM,1.19,1.34,1.4,1.44,1.58,1.69,1.99,2.18,2.6,3.16,0.4
Link 4,2017,3,11:00 PM-12:00 AM,1.24,1.32,1.41,1.5,1.76,1.79,2.17,2.28,2.39,3.01,0.4
Link 4,2017,4,12:00 AM-01:00 AM,1.15,1.32,1.34,1.37,1.5,1.53,1.72,1.81,2.0,2.63,0.23
Link 4,2017,4,01:00 AM-02:00 AM,0.75,1.27,1.34,1.38,1.62,1.65,1.96,2.27,2.34,2.53,0.37
Link 4,2017,4,02:00 AM-03:00 AM,1.19,1.34,1.38,1.47,1.62,1.76,2.08,2.18,2.69,3.95,0.52
Link 4,2017,4,05:00 AM-06:00 AM,1.13,1.29,1.33,1.4,1.58,1.85,2.06,2.53,3.0,9.03,1.03
Link 4,2017,4,06:00 AM-07:00 AM,0.89,1.3,1.34,1.4,1.54,1.79,2.32,2.63,3.33,6.32,0.74
Link 4,2017,4,07:00 AM-08:00 AM,1.17,1.44,1.5,1.59,1.92,2.73,3.33,4.51,6.32,15.8,2.4
Link 4,2017,4,08:00 AM-09:00 AM,1.05,1.44,1.5,1.58,1.81,2.26,2.87,3.33,3.95,15.8,1.51
Link 4,2017,4,09:00 AM-10:00 AM,1.07,1.34,1.4,1.5,1.62,1.81,2.11,2.34,2.87,9.03,0.67
Link 4,2017,4,10:00 AM-11:00 AM,1.17,1.34,1.39,1.44,1.6,1.73,2.04,2.26,2.57,5.27,0.5
